model,meeting,bucket,block_id_standard,block_id_exclusive,flagged_standard,flagged_exclusive,start,speaker_standard,speaker_exclusive,text_standard,text_exclusive
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,73,72,1,0,4487.12,SPEAKER_19,SPEAKER_19,"I will say that this was tabled at the last meeting, given the discussion we were having at the last meeting. I thought it was most appropriate to wait until Chief Mendez or the mayor was available to answer any questions. The mayor is here this evening, so that's why I moved to bring it back on the","I will say that this was tabled at the last meeting, given the discussion we were having at the last meeting. I thought it was most appropriate to wait until Chief Mendez or the mayor was available to answer any questions. The mayor is here this evening, so that's why I moved to bring it back on the"
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,75,74,1,0,4542.29,SPEAKER_08,SPEAKER_08,tabled again my comment on that I second that this is an extremely tone-deaf thing to put forward to us at this moment in time I think it's disgusting that we would even could talk about it I hope that each and every single one of you votes nay because this is the kind of thing that you know we talk,tabled again my comment on that I second that this is an extremely tone-deaf thing to put forward to us at this moment in time I think it's disgusting that we would even could talk about it I hope that each and every single one of you votes nay because this is the kind of thing that you know we talk
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,79,78,1,0,4739.78,SPEAKER_13,SPEAKER_13,what the police are going to do so I'm happy to speak to this this resolution to destroy safety records as councillor Diaz walked through our first citation animal complaints abandoned vehicles permits and related applications it is the purview of council to make a determination about whether or not,what the police are going to do so I'm happy to speak to this this resolution to destroy safety records as councillor Diaz walked through our first citation animal complaints abandoned vehicles permits and related applications it is the purview of council to make a determination about whether or not
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,81,80,1,0,4849.57,SPEAKER_13,SPEAKER_13,that's possible i'm not sure either if somebody wants to see these records um they could submit a right to know request to review the records uh that would need to go through the right to know process and that's available to anyone in the room or beyond thank you can i report to that,that's possible i'm not sure either if somebody wants to see these records um they could submit a right to know request to review the records uh that would need to go through the right to know process and that's available to anyone in the room or beyond thank you can i report to that
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",text_differs,85,84,1,0,5023.43,SPEAKER_19,SPEAKER_19,"Any others, Mr. President? Councilor Bennett? When I made the motion to table this resolution at our last meeting, it was under the impression that we were going to have a report requested by council, and since it is not this evening, we're hoping that it will be the april legislative agenda i will ","Councilor Bennett? When I made the motion to table this resolution at our last meeting, it was under the impression that we were going to have a report requested by council, and since it is not this evening, we're hoping that it will be the april legislative agenda i will make a motion to table this"
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,93,92,0,1,5121.97,SPEAKER_17,SPEAKER_17,will be here for that meeting thank you i really appreciate that and i just want to second uh the bill number 8 2020 to be adopted and looked at by council respectfully i'm just reiterating that you,will be here for that meeting thank you i really appreciate that and i just want to second uh the bill number 8 2020 to be adopted and looked at by council respectfully i'm just reiterating that you
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,99,98,1,0,5459.22,SPEAKER_20,SPEAKER_20,against the the so that's against the agreement we have with the Union yeah but,against the the so that's against the agreement we have with the Union yeah but
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,102,101,0,1,5501.09,SPEAKER_03,SPEAKER_03,moment it's not about what you say it's about what you do that's the thing it's not about what you're talking about or what I'm talking about it's about what,moment it's not about what you say it's about what you do that's the thing it's not about what you're talking about or what I'm talking about it's about what
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,105,104,0,1,5529.18,SPEAKER_13,SPEAKER_13,oversees itself it is clear that we need to have a better and a shared understanding of the police practices and protocols and the legal constraints that are overseeing the functions of the police here chief Mendez was asked to come and speak to council and he will come to talk about use of force tr,oversees itself it is clear that we need to have a better and a shared understanding of the police practices and protocols and the legal constraints that are overseeing the functions of the police here chief Mendez was asked to come and speak to council and he will come to talk about use of force tr
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,111,110,1,0,5886.56,SPEAKER_01,SPEAKER_01,"Good evening. My name is Oakley Boscorino. I have to apologize for the deviation of topic, but I'm coming here representing Pennsylvania College of Art and Design and their entire over 400 student body. What excited many students about enrolling in this Lancaster-based art school the artistic world ","Good evening. My name is Oakley Boscorino. I have to apologize for the deviation of topic, but I'm coming here representing Pennsylvania College of Art and Design and their entire over 400 student body. What excited many students about enrolling in this Lancaster-based art school the artistic world "
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,117,116,0,1,6272.75,SPEAKER_00,SPEAKER_00,renter um he went to both the landlord and the renters yes okay and uh this and also if you can,renter um he went to both the landlord and the renters yes okay and uh this and also if you can
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,118,117,0,1,6283.23,SPEAKER_13,SPEAKER_13,just confirm with me your address later i will make sure that you follow up um and i just wanted to say that um we are talking about there's 50 000 lines we have to have two forms of verification for the state for those lines right now we have identified about one percent of the lines we are much mo,just confirm with me your address later i will make sure that you follow up um and i just wanted to say that um we are talking about there's 50 000 lines we have to have two forms of verification for the state for those lines right now we have identified about one percent of the lines we are much mo
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,123,122,1,0,6501.93,SPEAKER_05,SPEAKER_05,uh john tell tolan first and only block of wise ave um mayor sirachi uh your response to jess lopez was kind of vague and i think that most people here would like to know what the actual limitations are and if there's some kind of town hall we could have so that we could actually go through what the,uh john tell tolan first and only block of wise ave um mayor sirachi uh your response to jess lopez was kind of vague and i think that most people here would like to know what the actual limitations are and if there's some kind of town hall we could have so that we could actually go through what the
phi-4,"City Council Meeting - March 25, 2025 [Ifn8fwwBK0I]",chunk_shifted,132,131,1,0,7069.9,SPEAKER_13,SPEAKER_13,again meeting with director Campbell tomorrow morning and I will talk to him about this i understood you brought these um concerns previously yes and um i again i will,again meeting with director Campbell tomorrow morning and I will talk to him about this i understood you brought these um concerns previously yes and um i again i will
